query_id,org_id
630,1374963837
630,1323276547
630,1346731119
630,1054296439
630,1250975516
630,1103218742
630,1252382407
630,1019037192
630,1223350683
630,1138214429
630,1247529723
630,1002979650
630,1011836608
630,1204429652
630,1074410295
630,1204296127
630,1186334149
630,1187272435
630,1253480359
630,1038079210
630,1048722456
630,1092903525
630,1169981496
630,1253574788
778,1704555937
778,1635225765
778,1177065282
778,1146282342
778,1396690952
778,1014031262
778,1109531753
778,1331616219
778,1198805368
778,1318711635
778,1354326608
778,1151378581
823,1016400185
823,1008857419
849,1005719999
849,1045764610
849,1087184810
849,1002589682
849,1096474365
849,1062546250
849,1054292573
849,1017638182
849,1071169239
849,1064654885
849,1098675677
849,1132812832
857,1034103852
857,1184952862
857,1376469675
857,1044620252
857,1052980189
857,1622250298
857,1019731611
879,1348694872
879,1310892900
881,1081842907
881,1207199783
981,1014636907
981,1324841288
981,1376008743
981,1019804694
981,1275965428
981,1073254356
981,1307449788
981,1379053929
981,1132945423
981,1024238584
992,1356995931
992,1242254228
992,1069407913
992,1813778781
992,1185213020
1102,1024140415
1102,1090286846
1102,1116209226
1102,1078430786
1102,1143284425
1102,1110625303
1102,1100453537
1102,1666354291
1102,1183887150
1102,1131847089
1109,1349338989
1113,1082983481
1113,1729648452
1113,1115189980
1113,1010613473
1113,1238214894
1121,1326355523
1121,1117702353
1121,170720853816
1121,227080075528
1190,1077870003
1190,1038078082
1190,1099531082
1190,1176755903
1190,1061709123
1190,1243791021
1190,1034110315
1190,1017892227
1190,1144479522
1190,1222030111
1226,1331069186
1226,1188243150
1226,1304697142
1226,1352274990
1226,1404648254
1226,1383347755
1226,1297087604
1226,1190934165
1246,1124212294
1246,1774533863
1325,1076195639
1325,1231092185
1325,1039017869
1325,1312376166
1325,1013752876
1325,1003685387
1406,1126199545
1445,1169173170
1455,1227892163
1479,1178471387
1491,1237892709
1493,1360497421
1576,1022215145
1576,1155414555
1576,1382478340
1576,199831451817
1576,1053480943
1600,1289586667
1600,1305454546
1615,1221353156
1615,1132226963
1615,1147746608
1615,1011919031
1616,1015347960
1616,1130952220
1616,1180753095
1616,1148053788
1616,1259835396
1616,1098270352
1616,1202449727
1616,1627595313
1616,1031273428
1626,1117071967
1626,1106876353
1626,1014103040
1627,1050882040
1627,1100180455
1627,1108074904
1627,1085730103
1627,1048988818
1634,1265593430
1634,1116085924
1634,1069008419
1634,1106864358
1634,1096280803
1634,1081921558
1634,1008353183
1643,1003899647
1643,1095366772
1643,1042484939
1643,1010577115
1643,1092831669
1643,1076476652
1643,1023836411
1643,1030987715
1643,1034025185
1643,1033388717
1643,1068098911
1643,1034753486
1643,1080929911
1643,1097898666
1643,1080789684
1643,1033469377
1643,1005520236
1643,1050293012
1643,1112085338
1643,1108784562
1643,1087176109
1643,1075048441
1643,1044691466
1643,1035287817
1643,1092437821
1643,1047691976
1643,1255279250
1643,1077335823
1643,1114135808
1643,1158963387
1643,1048193908
1643,1126979219
1755,1055390807
1786,1255197230
1786,1241617034
1786,1014333325
1786,1039465269
1786,1053074829
1786,1034043932
1786,1010532812
1786,1014240064
1786,1085286987
1786,1069235208
1786,1267828620
1786,1138613749
1878,1006741084
1878,1116186185
1878,1032541513
1878,1050381934
1878,1100335025
1878,1068184208
1878,1036914604
1878,1028410497
1878,1128755928
1878,1018898436
1878,1092411427
1878,1194062368
1878,1043113722
1878,1005980992
1878,1029898742
1878,1029354623
1878,1014973271
1878,1114875927
1878,1048729609
1878,1054752562
1878,1107844736
1878,1034495929
1878,1257753507
1878,1085979260
1878,1016986355
1878,1115059424
1878,1133142449
1878,1089719882
1878,1065640131
1878,1111045109
1878,1000654790
1878,1004928013
1878,1056157785
1878,1054711019
1878,1114751946
1878,1078359752
1878,1002185415
1878,1108415678
1878,1084440342
1878,1129002497
1878,1000005592
1878,1015103254
1878,1062919589
1878,1024031340
1878,1103855555
1878,1058990276
1878,1055929413
1878,1128328753
1878,1073492336
1878,1058154937
1878,1066799376
1878,1095475713
1878,1014323625
1878,1030103910
1878,1081875777
1878,1020080961
1878,1036391482
1878,1120749887
1878,1012561511
1878,1125982752
1878,1124874970
1878,1129177899
1878,1056584763
1878,1123662052
1878,1069137284
1878,1122087689
1878,1133131983
1878,1081688549
1878,1089261336
1878,1118455767
1878,1122178851
1878,1104179440
1878,1008255894
1878,1221072407
1878,1125708670
1878,1108450258
1878,1060984573
1878,1075782446
1878,1081052791
1878,1035488256
1878,1023588538
1878,1023321547
1878,1029159302
1878,1120698739
1878,1123135776
1878,1029557287
1878,1082037123
1878,1010460775
1878,1078346547
1878,1016306784
1878,1117918741
1878,1131224456
1878,1042556813
1918,1059970165
1918,1214986323
1918,1088089566
1918,1096558313
1943,1062507839
1943,1099609487
1943,1220262343
1943,1092269865
1943,1059215000
1943,67598529696
1943,1116528151
1943,1038501709
1943,1094493725
1943,1004135569
1943,1034146500
1943,1047276060
1943,1119259625
1943,1078724284
1943,1108125735
1943,1129625991
1943,1226867107
1943,1063435659
1943,1022095896
1943,1126364768
1943,1023842084
1943,1064661139
1943,1832635073
1943,1392228038
1943,1065477292
1943,1098393056
1943,1019761307
1943,1126979197
1943,1064694700
1943,1057734153
1943,1044386081
1943,240095833621
1943,1512179625
1943,1052894207
1943,1024464629
1943,1026765565
1943,1066732988
1943,1099321039
1943,1049557854
1943,1109491103
1943,1821851474
1943,1043744146
1943,1062342570
1943,1044162053
1943,1132575130
1943,1094353331
1943,1021925388
1943,1056535720
1943,1025774283
1943,1045033772
1943,1229671506
1943,1121839673
1943,1128013811
1943,1110577570
1943,1016821861
1943,1121655158
1943,1100787336
1943,1278437064
1943,1026976796
1943,1100684932
1943,1075390544
1943,1031453661
1943,1090093236
1943,1060494875
1943,1080690350
1943,1089660426
1943,1121224777
1943,1040553937
1943,1001535185
1943,1313875185
1943,1118116367
1943,1067895113
1943,1042448300
1943,1125529883
1943,1006095430
1943,1045009326
1943,1126168419
1943,1057054097
1943,1127445006
1943,1115096976
1943,1031125907
1943,1053556178
1943,1309754014
1943,1533439877
1943,1037181511
1943,1025962679
1943,1076909298
1943,1019849654
1943,1008098466
1943,1026495923
1943,1012222498
1943,1114908780
1943,1122296156
1943,1299270285
1943,1289694159
1943,1029490451
1943,1104539623
1943,1157605525
1943,1021288116
1943,1264793633
1943,1016524828
1943,1118966520
1943,1094501159
1943,1261991810
1943,1028903073
1943,1011217669
1943,1027626505
1943,1313476448
1943,1048319557
1943,1093121934
1943,1045534622
1943,1188664246
1943,1102944644
1943,1032421606
1943,1132436607
1943,1019516216
1943,1011079930
1948,1003831892
1948,1041946838
1948,1015601843
1948,1096694353
1948,1027499627
1948,1544765699
1948,1583286647
1948,1156751619
1948,1117467786
1948,1138670672
1948,1076262631
1948,1003330052
1948,1152355068
1948,1116724370
1948,1030812727
1948,1013865941
1948,1006393287
1948,1072223343
1948,1552785657
1948,1015125552
1948,1007888637
1948,1026950500
1948,1000042628
1948,1043017820
1948,1257167989
1948,1119553000
1948,1574822780
1948,1274013592
1948,1026182359
1948,1195604671
1948,1107540594
1948,1335099731
1948,1297477699
1948,1088236574
1948,1023632181
1948,1128865683
1948,1023525225
1948,1137365860
1948,1197213579
1948,1257007647
1948,1161820812
1948,1206028893
1948,1024336201
1948,1068959749
1948,1006435868
1948,1215501530
1948,1118234600
1948,1215488873
1948,1107388285
1948,1118251181
1948,1188165994
1948,1298094384
1948,1064951206
1948,1364284458
1948,1110515133
1948,1113085296
1948,1086853744
1948,1024815832
1948,1103464359
1948,1140253530
1948,1264286704
1948,1027680720
1948,1072563233
1948,1577788711
1948,1076332120
1948,1125729475
1948,1052732452
1948,1197473224
1948,1047370168
1948,1375547633
1948,1040326399
1948,1265757059
1948,1092522254
1948,1074843960
1948,1129428853
1948,1382705870
1948,1122940927
1948,1099309763
1948,1320697696
1948,1110206402
1948,1124923711
1948,1108579235
1948,1192326791
1980,1209212994
1980,1109764684
1980,1082258257
1980,1025251185
1980,1028633906
1980,1055643862
1980,1303287755
1980,1120856842
1980,1045994994
1980,1125988051
1980,1063762348
1980,1316030704
1980,1401970239
1980,1044851936
1993,1002145601
1993,1191590707
1993,1758252046
1993,1053325503
1993,1028946017
1993,1055584874
1993,1129052747
1993,1545656344
1993,1080216181
1993,1621386996
1993,1013376489
1993,1021149652
1993,1018731417
1993,1576654348
1993,1059630803
1993,1122006757
1993,1094454088
1993,1216261982
1993,1072441746
1993,1451302917
1993,1098724379
1993,1053575752
1993,1255918286
1993,1004610512
1993,1158252647
1993,1048191048
1993,1042474618
1993,1012669390
2014,1015940819
2024,1110716786
2024,1070855673
2024,1235009021
2024,1011962837
2024,1070777211
2024,1014525903
2024,1064534712
2024,1100111913
2024,1093559390
2024,1218699298
2024,1100049671
2024,1631493551
2024,1093890407
2024,1042861077
2024,1103058418
2024,1068223169
2024,1096442870
2024,1015560433
2024,1274046313
2024,1392141614
2024,1330028491
2024,1027556715
2024,1021423717
2024,1121005141
2024,1036627296
2024,1096511755
2024,1093151918
2024,1030519659
2024,1048618785
2024,1066872456
2024,1032487942
2024,1056912038
2024,1106581305
2024,1041336928
2024,1094041730
2024,1015010768
2024,1114096740
2024,1002280272
2024,1104481101
2024,1117675176
2024,1143289878
2024,1054526137
2024,1008023996
2024,1296977319
2024,1129832501
2024,1150729127
2024,1122548073
2024,1112325461
2024,1039839449
2024,1051417474
2024,1037693725
2024,1035289804
2024,1042223650
2024,1132507273
2024,1107337326
2024,1085623381
2024,1072313004
2024,1105987896
2024,1085461632
2024,1280165103
2024,1061006110
2024,1070496446
2024,1129825194
2024,1034400189
2024,1040883930
2024,1024062117
2024,1040187462
2024,1125955043
2024,1036438511
2024,1103903431
2024,1026766999
2024,1364114347
2024,1110593538
2024,1070334368
2024,1019743075
2024,1106743266
2024,1045620798
2024,1066602957
2024,1094127163
2024,1044184321
2024,1050539226
2024,1028971506
2024,1034455633
2024,1105588840
2024,1140652318
2024,1094260931
2024,1307892858
2024,1339222981
2106,1152844201
2106,1008870364
2106,1024724313
2106,1003574904
2106,1125084490
2106,1093486415
2106,16536788068
2106,1093236205
2106,1130471870
2106,1113898344
2106,1073932582
2106,1172140841
2106,1263277664
2106,1148314990
2106,1045700194
2106,1178989204
2106,1259080858
2106,1042314180
2106,1111735494
2106,1257578740
2106,1111028812
2106,1146932452
2106,1085568622
2106,1038124839
2126,1146769182
2126,1090334845
2126,1019287187
2126,1018476702
2126,1107921988
2126,1080726613
2126,1105808732
2126,1109996032
2126,1148352522
2126,1056157387
2126,1120392087
2126,1029402817
2126,1138231650
2126,1050173919
2126,1003670371
2126,1112876465
2126,1027795546
2126,1095058173
2126,1004017283
2126,1006111426
2126,1221142957
2126,1055307625
2126,45441948051
2126,1088845357
2126,1018256188
2126,1090559523
2126,1289365607
2126,1032080219
2126,1056743601
2126,1124257625
2126,1051357674
2126,1059034777
2126,1096549541
2126,1051813363
2126,1103281231
2126,1013011956
2126,1099521770
2126,1054883355
2126,1088744372
2126,1079973880
2126,1116893448
2126,1060566355
2126,1088097271
2126,1230540819
2126,1054403083
2126,1095208706
2126,1095968127
2126,1074811628
2126,1289765752
2126,1103568645
2126,1054525177
2126,1098856574
2126,1121849724
2126,1097172466
2126,1076646773
2126,1077599737
2126,1094800510
2126,1712707339
2126,33647889899
2126,1084431426
2126,1013706556
2126,1065644527
2126,1257327966
2126,1293724998
2126,1038582363
2126,1113843951
2126,1134838764
2126,1041502783
2126,1025134552
2126,1023533995
2126,1080785215
2126,1006298385
2126,1121552306
2126,1077446000
2126,1063854766
2126,1001582964
2126,1022080255
2126,1053352731
2126,1055520403
2126,1106034798
2126,1129418004
2126,1012957907
2126,1081618834
2126,1317957802
2126,1008426826
2126,1081949293
2126,1041969418
2126,1022783667
2126,1043046573
2126,1115090132
2126,28408610380
2126,1024654088
2126,1078740714
2126,1005477169
2126,1100092828
2126,1354539800
2197,1048481721
2197,1105496301
2197,1029315798
2219,1049911341
2220,1131330964
2220,1136347383
2220,1254909190
2226,1127297721
2226,1268604788
2231,1078737072
2231,1055649854
2231,1083877125
2239,1074487389
2239,1254521029
2239,1090476946
2239,1041395862
2239,1018590357
2239,1087281629
2239,1110194542
2261,1033215019
2261,1034633368
2261,1103036183
2261,1189050126
2261,1064870899
2261,1080102671
2312,1127494211
2312,1055750902
2312,1024521238
2312,1049852758
2312,1003355639
2313,107227072565
2313,1044984064
2313,1356403939
2335,1192249247
2335,1174839397
2335,1281176876
2335,1265870812
2335,1235283357
2335,1095726060
2335,1068615110
2335,1131773902
2335,1056755707
2335,1061304082
2335,1053860585
2420,1063006651
2420,1060051192
2420,1008192822
2427,1113480874
2427,1104660701
2427,1022533425
2427,1077648460
2427,1199787079
2480,1241491663
2480,1074215087
2480,1090627856
2480,1096037010
2480,1120988508
2480,1085036583
2480,1187878393
2480,1241826349
2480,1009171760
2480,1118813926
2480,1170753894
2480,1019415438
2480,1030495692
2480,1017303145
2480,1073785155
2480,1118509793
2480,1082670808
2480,1017500319
2480,1063222612
2480,1010395115
2480,1091395067
2480,1204807970
2480,1059994859
2480,1132601932
2480,1129591978
2480,1151084320
2515,1101701432
2515,1065664551
2515,1071108831
2515,1090823498
2515,1093851646
2515,1058836108
2515,1235148287
2515,1177785347
2515,1004575546
2515,1070048459
2515,1094162297
2515,1045701168
2515,1296843770
2515,1231394985
2515,1027912161
2515,1302305371
2515,1124861076
2515,1131286397
2515,1133076207
2515,1003197235
2515,1025492353
2515,1086802009
2515,1293713126
2515,1005599044
2515,1403086203
2515,1019164751
2515,1360623248
2529,1130974427
2529,1016995162
2529,1090716477
2529,1036325587
2529,1150031387
2529,1209389771
2529,1094323816
2529,1090737092
2529,1094579756
2529,1224125857
2529,1687753224
2529,1012518435
2529,1038972194
2529,1039882559
2529,1014698144
2529,1109594803
2529,1082641235
2529,1098755730
2529,1128391909
2529,1122182036
2529,1026684435
2529,1082120880
2529,1034715132
2529,1035881120
2529,1134693184
2529,1055541473
2529,1123445245
2529,1086016031
2529,1059584835
2529,1378446529
2529,1283976865
2529,1131662839
2529,1096820797
2529,1041695215
2529,1082260478
2529,1043918268
2556,1014399988
2556,1021210505
2556,1049387992
2556,1053703231
2556,1116577319
2556,1046866554
2556,1090909048
2556,1045680134
2556,1044151907
2556,1096532273
2556,1094744791
2556,1041011822
2556,1026016211
2556,1107941961
2556,1109553871
2556,1052176794
2556,1572325537
2556,1016481315
2556,1087621416
2556,1022232715
2556,1094520539
2556,1040662959
2556,1054610590
2556,1100114290
2556,1061654074
2556,1129525430
2556,1022624871
2556,1043750767
2556,1060264277
2556,1089159761
2556,1120641401
2556,1008914630
2556,1006580587
2556,1027091170
2556,1080520559
2556,1551686151
2556,1002018816
2700,1048760445
2700,1041398511
2700,1023704015
2700,1127836608
2700,1018019365
2700,1208094061
2700,1377407838
2700,1087803484
2700,1230090292
2700,1102607377
2700,1182130171
2700,1042283234
2700,1152061105
2700,1127836767
2700,1008656736
2700,1246971360
2700,1058194895
2700,1074188879
2700,1170231730
2700,1157678121
2700,1056769854
2700,1046888919
2700,1131728490
2700,1167103223
2700,1207500780
2700,1041324510
2700,1033920483
2700,1036403201
2700,1009319829
2700,1033598204
2700,1066670995
2700,1174483799
2700,1001601699
2700,1080449484
2700,1039412221
2700,1261300833
2700,1105072362
2700,1133035434
2700,1007870214
2700,1138654891
2700,1017515763
2700,1019997903
2700,1119102583
2700,1108516412
2700,1100882223
2700,1103571173
2700,1117589284
2700,1336365714
2700,1013818846
2700,1189857770
2700,1129571367
2700,1071921978
2700,1041796936
2700,1038470646
2700,1097071300
2700,1132605164
2700,1132711170
2700,1130035822
2700,1014457038
2700,1234723995
2700,1104058712
2700,1056181815
2700,1069971711
2700,1029839711
2700,1257981668
2700,1076351304
2700,1069767673
2700,1052530132
2700,1017172412
2700,1096442492
2700,1075843071
2700,1015461363
2700,1087698535
2700,1216520387
2700,1673586589
2700,1323992563
2700,1064404309
2700,1365813212
2851,1026038987
2851,1011091855
2851,1076698810
2851,1073357527
2853,1112918460
2853,1112197481
2853,1130007274
2895,1035657516
2930,1051191086
2930,1032857777
2930,1149044409
2930,1063122877
2930,1023897061
2930,1039505406
2930,1031920032
2930,1115974962
2930,1083860912
2930,1103346941
2930,1242357227
2930,1091387272
2930,1060165673
2930,1051164734
2930,1023771134
2930,1120724622
2930,1007368753
2930,1114848503
2930,1119710191
2974,1017886566
2974,1121532657
2974,1074210265
2974,1385001670
2974,1064852341
3020,1195915752
3020,1168410123
3061,1064342696
3061,1102884035
3061,1004956366
3061,1070812087
3070,1039523411
3070,1046503843
3070,1096134935
3070,1048875587
3070,1107642846
3070,1011821487
3070,1035638401
3095,172591640340
3095,1080240392
3106,1003685387
3106,1076195639
3123,1228922572
3123,1338910411
3123,1149514612
3123,1015113082
3123,1042536782
3123,1368027612
3123,1026931558
3123,1004195281
3123,1217049797
3123,1052753310
3123,1120221165
3123,1650443851
3123,1102837823
3123,1013029897
3123,1014873589
3123,1059332211
3123,1098152385
3123,1127676508
3123,1016219567
3123,1190712276
3123,1055078805
3123,1113097089
3123,1251954553
3123,1021810750
3123,1083504368
3123,1232689790
3123,1596990166
3123,1024969511
3159,1063751848
3159,1221997005
3159,1091868466
3159,1105257674
3159,1031772479
3159,1141741385
3159,1068915374
3159,1014844518
3159,1012480105
3159,1121378434
3159,1120883353
3159,1058141697
3159,1044911223
3159,1086212298
3159,1304359166
3159,1064943429
3159,1030573030
3159,1012853958
3197,1052727612
3197,1237711415
3197,1157732542
3197,1019324450
3197,1073614208
3197,1157140625
3197,1133961501
3197,1619738149
3197,1351233187
3197,1203165608
3197,1114145951
3197,1046348489
3197,1106893679
3197,1098975905
3197,1048432589
3197,1010843587
3197,1063161674
3197,243372352826
3197,1020455897
3197,1063849715
3197,1076229574
3197,1095437049
3197,1042235904
3197,1027088154
3197,1066744717
3197,1335546935
3197,1074390321
3205,1040313828
3205,1151616644
3205,1011636688
3217,1026908964
3217,1106888006
3217,1078273463
3217,1085957695
3217,1036054381
3230,1101061545
3230,1030045000
3230,1038618267
3230,1090416653
3230,1078710733
3230,1073300870
3230,1062142762
3230,1032200453
3230,1026311196
3230,1088750322
3256,1027281084
3256,1014151422
3256,1103879584
3256,1045518949
3256,1097023219
3256,1129434070
3256,1059455872
3256,1112392385
3256,1135693158
3304,1138095054
3304,1089797196
3304,1056406402
3304,1060935427
3304,1077386230
3304,1128526799
3304,1051038921
3304,1010759669
3304,1050425751
3304,1233900086
3304,1060097438
3304,1014974786
3304,1050758881
3304,1059187626
3304,1053156520
3304,1104128560
3304,1103504758
3304,1072055801
3304,1167629683
3304,1159180230
3304,1047166710
3304,1172911594
3304,1063294956
3304,1144519013
3304,1048855451
3304,1047850320
3304,1230295876
3304,1160160463
3304,1014393168
3304,1106186530
3304,1134747805
3304,1252011856
3304,1027659902
3304,1401770109
3304,1116888071
3304,1095046893
3304,1092117025
3304,1023604192
3304,1054180255
3304,1011997948
3304,1102549808
3304,1237501193
3304,1006781411
3304,1207618792
3304,1122047263
3304,1105097102
3304,1054426017
3304,1256833354
3304,1129081162
3304,1051515814
3304,1074356902
3304,1273833995
3304,1051574130
3304,1138592812
3304,1221359726
3529,1227276823
3529,1101903806
3529,1259464594
3529,1031656710
3529,1025501491
3529,1071266683
3529,1046545086
3529,1087208858
3529,1325153290
3529,1083654885
3529,1012655661
3529,1081290298
3529,1150483890
3529,1071523118
3529,1022627372
3529,1018745241
3529,1088678774
3529,1005501901
3529,1021085188
3529,1088521779
3529,1224732465
3529,1000427845
3529,1087339805
3548,1126938870
3548,1136093857
3548,1002962099
3548,1038065982
3548,1264782313
3548,1078039890
3548,1221987543
3548,1195084999
3548,1101822199
3548,1202135230
3548,1219264540
3548,1237635260
3548,1160058299
3548,1104928285
3548,1104042687
3548,1084918334
3548,1038083677
3548,1269413785
3548,1074754598
3548,1202353421
3548,1225546000
3548,1263480655
3548,1171448394
3548,1209637358
3548,1126495075
3548,1080435205
3548,1042280700
3548,1130138913
3548,1403418120
3548,1054481178
3548,1041679110
3548,1254311645
3548,1082008139
3548,1079098158
3548,1099846209
3548,1159577895
3548,1047561676
3548,1049526577
3548,1045097099
3548,1006962284
3548,1234515640
3559,1027631370
3559,1131860568
3559,1068074238
3559,1271859582
3559,1115044904
3559,1125995014
3559,1179976385
3559,1001612088
3559,1048680030
3559,1012319953
3559,1118327091
3559,1089006764
3559,1581528550
3559,1022400868
3559,1091459990
3559,1125544508
3559,1101899295
3559,1029676844
3559,1165094782
3559,1308547910
3559,1030945597
3559,1024476716
3559,1361388840
3559,1003748292
3559,1058516086
3559,1044836229
3559,1108104550
3559,1349427687
3559,1132261695
3577,1104889876
3577,1127257208
3577,1090855097
3577,1118331050
3594,1245343724
3594,1106286705
3594,1225336264
3594,1050787598
3594,1326876255
3594,1267061160
3594,1296088751
3594,1147713579
3594,1086792282
3594,1019734641
3594,1020464622
3594,1288761339
3594,1044845099
3594,1026001537
3594,1048403641
3594,1265700943
3594,1076352956
3594,1127875371
3666,1133064935
3666,1016507727
3666,1085472833
3666,1050824875
3666,1085477977
3666,1005084168
3666,1037577199
3666,1734363676
3666,1056861265
3666,1078695376
3666,1218295886
3666,1301746098
3666,1125707542
3666,1402465661
3666,1131267886
3666,1211510067
3666,1026849606
3666,1017790684
3666,1074560730
3666,1127352010
3666,1070804628
3666,1059739973
3666,1008585946
3666,1004881683
3666,1011791055
3666,1035952760
3666,1093214921
3666,1002445907
3666,1238919702
3666,1046257034
3666,1060239981
3666,1376154547
3666,1021516934
3666,1007777853
3666,1019215905
3666,1034020322
3666,1021162261
3666,1034367008
3666,1001642674
3666,1035848697
3666,1193580833
3666,1099428773
3666,1027829762
3666,1259781918
3666,1237943165
3666,1224065423
3666,1397439125
3666,1031302345
3666,1037026807
3666,1195824947
3666,1026189908
3666,1110781927
3666,1038012050
3666,1154758717
3666,1015580067
3666,1305501109
3666,1212528229
3666,1062095352
3666,1018097009
3666,1044535245
3666,1047049330
3666,1008456397
3666,1010382727
3666,1147516755
3666,1019414085
3666,1116131035
3666,1133099600
3666,1230979603
3666,1398479929
3666,1011597251
3666,1088744372
3666,1190621830
3666,1007876361
3666,1124776575
3666,1130622952
3740,1129598965
3740,1121024651
3740,1126584899
3740,1185320631
3740,1224174405
3740,1018579917
3740,1079012551
3740,1185813964
3740,1006876292
3740,1044267252
3742,1063221336
3742,54799731812
3742,1021850947
3742,1132858403
3742,1082952963
3742,233609902221
3742,1130085716
3742,1055824412
3742,1044651471
3742,1080637221
3742,1005867705
3742,1044194757
3742,1059223855
3742,1098074904
3742,1101625560
3742,1054838188
3742,1076687975
3742,1014650564
3742,1125618371
3742,1006557832
3742,1199654076
3742,1050096015
3742,36613493282
3742,1046070140
3742,1171026753
3742,1077564700
3742,1004506826
3742,1112588668
3742,1111480039
3742,1069976094
3742,1098234273
3742,1237754749
3742,1018346878
3742,1023887998
3742,1134184790
3742,1044241034
3742,1124277860
3742,1087547478
3742,1008527507
3742,1123949047
3742,1114855833
3742,1096416564
3742,1365933362
3742,1029292315
