Id,Label
301,35
302,2
303,19
304,5 8
305,2
306,2
307,2
308,2
309,2
310,2
311,19
312,31
313,29
314,2
315,2
316,19
317,2
318,29
319,2 42
320,42
321,42
322,2
323,8
324,37
325,47
326,16
327,1 12
328,12
329,1
330,37
331,58
332,29
333,7
334,41
335,12
336,4
337,4 32
338,13
339,4 29 32
340,29
341,13
342,13
343,4 14
344,13
345,43
346,4
347,2
348,1 12
349,4 13 14 38 50
350,3
351,31 37
352,9
353,7
354,4
355,4 32
356,23 29 35
357,7
358,23 35 55
359,53
360,7
361,37
362,28
363,37
364,2
365,21
366,4
367,21
368,13
369,21
370,4
371,35
372,20
373,13
374,23 35
375,50
376,35
377,23
378,4
379,9 32
380,13
381,13
382,2 37
383,13
384,13
385,21 38
386,13 43
387,7
388,12
389,12
390,4
391,4
392,2
393,29
394,3 14 38
395,8 58
396,4 15
397,13
398,65
399,14
400,13
401,4
402,13
403,13
404,2
405,38 43
406,65
407,40
408,8
409,12
410,31
411,37
412,29 52
413,4
414,2 3 9 43
415,7
416,29 35
417,23 29
418,22
419,23
420,7
421,16
422,1
423,1 12
424,37
425,19
426,5
427,4
428,29
429,2
430,2 42
431,12
432,1 12
433,8
434,23
435,13
436,65
437,16
438,43
439,16
440,3
441,2
442,2
443,13
444,8
445,31
446,3
447,3
448,13
449,13
450,2
451,4
452,37
453,8
454,13
455,37
456,19
457,2
458,37
459,12
460,21
461,16
462,16
463,56
464,12
465,40
466,1 12
467,37
468,22
469,2
470,23
471,20
472,2
473,13 43
474,2
475,2
476,37
477,19
478,42
479,29
480,2
481,9
482,2
483,43
484,3 38
485,13
486,13
487,22 51
488,32
489,9
490,16
491,51
492,35
493,2
494,2
495,2 42
496,2
497,12
498,32
499,19
500,12
501,2
502,19
503,16
504,16
505,4
506,13
507,8
508,14
509,8
510,16
511,65
512,12
513,4
514,8
515,3
516,3
517,13
518,21
519,17
520,17
521,13
522,26
523,17
524,2 3
525,15
526,29
527,12
528,23
529,40
530,15
531,13 14
532,13
533,1
534,4 42
535,17
536,48
537,48
538,37 48
539,17
540,21 34
541,35
542,23
543,50
544,17
545,12
546,17
547,1
548,45
549,29
550,20
551,3 38
552,2
553,13
554,35
555,1
556,29
557,31
558,15
559,43
560,2
561,4
562,21
563,13
564,2
565,14
566,4
567,2
568,14
569,21 34
570,3
571,26
572,23
573,40
574,18 59
575,18
576,8
577,14 50
578,17
579,25
580,2
581,9
582,8
583,3 14 38
584,17
585,34
586,14
587,3
588,3
589,29
590,1
591,1
592,2
593,1 12
594,1
595,12
596,16
597,12
598,1
599,16
600,31
601,16
602,1 12
603,1
604,8 43
605,3 38
606,4
607,9
608,4
609,43
610,12
611,19
612,2
613,37
614,37 48
615,37
616,19
617,2 42
618,9
619,53 88
620,2 82
621,2 42
622,5
623,19
624,3
625,43
626,2
627,37 48
628,13
629,33
630,13
631,2
632,35
633,27
634,3
635,46
636,1 12
637,22
638,13
639,16
640,15
641,1
642,3
643,5 8
644,13
645,14
646,62
647,5 8
648,2 25
649,13
650,4
651,3
652,37 48
653,3
654,5 8
655,13 14
656,25
657,23
658,13 22 38
659,2 13
660,13
661,3 13 14
662,22 56
663,15
664,43
665,43
666,34
667,14
668,13
669,23
670,26
671,13
672,14
673,13 14
674,3
675,59
676,13
677,3 4 14 32
678,43
679,37 48
680,1
681,3
682,2
683,37
684,13
685,52
686,13
687,2
688,3
689,2 42
690,35
691,23 35
692,35
693,37
694,3
695,12
696,35
697,23 29 35
698,7
699,13
700,1
701,3
702,32
703,13
704,7 15
705,2 42
706,43
707,16
708,14
709,7 9 13 43
710,16
711,22
712,16
713,32
714,13
715,13
716,8
717,7
718,7
719,70
720,37
721,2 4
722,53
723,7
724,52
725,21
726,23
727,13
728,35
729,14 65
730,31
731,1
732,23 35
733,55
734,35
735,7
736,2 4
737,9
738,9
739,2
740,13
741,13
742,38
743,20
744,13
745,2 25
746,2
747,21
748,29
749,54
750,5 8
751,3
752,13
753,3 36
754,3
755,3
756,7
757,8
758,1
759,37
760,3
761,13
762,13
763,2
764,16
765,29
766,19
767,8
768,2
769,16
770,16
771,34
772,16
773,16
774,8 13
775,12
776,1
777,37
778,2 9
779,28 37 51
780,43
781,44
782,16
783,15
784,2
785,13
786,13
787,2
788,37
789,28 37 51
790,12
791,8
792,16
793,1
794,12
795,2 42
796,2
797,2
798,42
799,46
800,8
801,65
802,2
803,2
804,7
805,37
806,21
807,8
808,46
809,8
810,56
811,37
812,29
813,13
814,2
815,59
816,17
817,29
818,29
819,43
820,5
821,13
822,70
823,2
824,34
825,46
826,3 8 64
827,48
828,2
829,2
830,2
831,2
832,2
833,2
834,2 42
835,2 19
836,29
837,9
838,9
839,3
840,9
841,37 48
842,4 50
843,3 29
844,2
845,37
846,2 42
847,56
848,2 42
849,35
850,2
851,2
852,23
853,2
854,2
855,2
856,2
857,2 42
858,42
859,82
860,59
861,19
862,2
863,35 55
864,19
865,23
866,61
867,26
868,15
869,48
870,19
871,37
872,19
873,15
874,37
875,3 4 14 36
876,3 9
877,16
878,16
879,2
880,28
881,1
882,4
883,13
884,15
885,4 13
886,4
887,19
888,37
889,8
890,37
891,13
892,3
893,4
894,4 21 34
895,29 35
896,15
897,29
898,13
899,2
900,65
901,13
902,2
903,12
904,26
905,37 48
906,16
907,2 8 13 50
908,2 42
909,8
910,13
911,37
912,13
913,13
914,13
915,3 14
916,43
917,13
918,43
919,4
920,13
921,37 48
922,13
923,13
924,19
925,13
926,38
927,8
928,19
929,65
930,37
931,13
932,4
933,4
934,13
935,29 38
936,29
937,13
938,13
939,3
940,4
941,13
942,3
943,18 59
944,13
945,26
946,3
947,13
948,13
949,15
950,13
951,43
952,26
953,13
954,13
955,21
956,3
957,48
958,8
959,4 62
960,32 43
961,28
962,21
963,13
964,13
965,1
966,4
967,1
968,44
969,35
970,13
971,13
972,13
973,12
974,13
975,13
976,3
977,8
978,4
979,17
980,37
981,29
982,19
983,16
984,29
985,3
986,4
987,12
988,1 12
989,1
990,13
991,16
992,31
993,12
994,1 12
995,2 42
996,16
997,2
998,37 48
999,29 35
1000,35
1001,35
1002,7
1003,19
1004,4
1005,13
1006,21 34
1007,2
1008,19
1009,35
1010,35
1011,4
1012,2 42
1013,18 59
1014,16
1015,29
1016,8
1017,2
1018,29
1019,27
1020,16
1021,16
1022,16
1023,12
1024,4
1025,13
1026,16
1027,16
1028,22
1029,16
1030,2
1031,3
1032,17
1033,29
1034,55
1035,23
1036,29
1037,29
1038,65
1039,58
1040,16
1041,19
1042,29
1043,32
1044,26
1045,18 59
1046,5 8
1047,7
1048,37
1049,23
1050,5 8
1051,25
1052,11
1053,19
1054,37
1055,23 55
1056,2
1057,4
1058,2
1059,23
1060,23
1061,29
1062,23
1063,23
1064,13
1065,13
1066,17
1067,71
1068,4
1069,13 14 32
1070,19
1071,43 44
1072,13
1073,14 44
1074,17
1075,2
1076,22
1077,2
1078,19
1079,13
1080,38
1081,19
1082,37
1083,21 34 38
1084,21
1085,13
1086,7 9
1087,14
1088,37
1089,19
1090,28
1091,19
1092,3
1093,37
1094,16
1095,16
1096,9
1097,1
1098,17
1099,14
1100,1
1101,44
1102,13
1103,1
1104,13
1105,13
1106,2
1107,1
1108,37
1109,13
1110,13
1111,13
1112,13
1113,43
1114,14
1115,4
1116,4
1117,1
1118,19
1119,44
1120,13
1121,16
1122,17
1123,2
1124,4
1125,43
1126,14
1127,29
1128,3
1129,1
1130,19
1131,12
1132,55
1133,2
1134,22
1135,8
1136,16
1137,26
1138,23
1139,41
1140,29
1141,29
1142,4
1143,9
1144,2
1145,1
1146,44
1147,16
1148,32
1149,14 36 43 44
1150,5
1151,20
1152,21
1153,13
1154,4
1155,2
1156,14
1157,16
1158,16
1159,16
1160,16
1161,16
1162,12
1163,31
1164,1 12 16
1165,23
1166,7 16
1167,16
1168,32
1169,16
1170,13
1171,13
1172,4
1173,31
1174,19
1175,1 12
1176,1
1177,32
1178,4
1179,13
1180,1
1181,12
1182,1
1183,2
1184,37
1185,37
1186,16
1187,12
1188,12
1189,14
1190,22
1191,4
1192,4
1193,23
1194,21
1195,2
1196,37
1197,37
1198,45
1199,1
1200,12
1201,24
1202,17 45
1203,17
1204,43
1205,26
1206,4
1207,37
1208,26
1209,19
1210,48
1211,35
1212,21
1213,71
1214,4 42
1215,71
1216,37
1217,4
1218,3 4 38
1219,17
1220,2
1221,17
1222,71
1223,42
1224,14
1225,2 42
1226,42
1227,1 12
1228,16
1229,16
1230,2 42
1231,2
1232,14
1233,26
1234,16
1235,2
1236,14
1237,1
1238,1
1239,2
1240,2 42
1241,84
1242,22
1243,8
1244,2 42
1245,2
1246,14
1247,13
1248,19
1249,38
1250,3 5 23
1251,2
1252,15
1253,2
1254,51
1255,23
1256,2
1257,29 35
1258,35
1259,37
1260,2
1261,19
1262,19
1263,18
1264,37
1265,37
1266,37
1267,2
1268,19
1269,17
1270,37
1271,37
1272,37
1273,2
1274,2
1275,37
1276,8
1277,42
1278,42
1279,17
1280,19
1281,46
1282,37
1283,2
1284,37
1285,37
1286,2
1287,2
1288,17
1289,17
1290,2
1291,2
1292,2
1293,21 34
1294,2
1295,2
1296,2
1297,2
1298,2
1299,2
1300,42
1301,2
1302,37
1303,2
1304,17
1305,17
1306,19
1307,42
1308,6
1309,2
1310,2
1311,2
1312,2
1313,18
1314,19
1315,34
1316,15
1317,44 47
1318,8
1319,9
1320,3
1321,28
1322,9
1323,3
1324,15
1325,3
1326,3
1327,9
1328,3
1329,23
1330,5 8
1331,35
1332,55
1333,16
1334,4
1335,44
1336,15
1337,13
1338,17
1339,13 43 44
1340,19
1341,13
1342,14 50
1343,4
1344,44
1345,4
1346,21 29 34
1347,44
1348,37
1349,19
1350,12
1351,2
1352,34
1353,12
1354,14
1355,41
1356,13
1357,4
1358,3
1359,21
1360,23
1361,22 44
1362,14 50 98
1363,43
1364,22 37 48
1365,14
1366,18
1367,4
1368,13
1369,26
1370,13
1371,4
1372,1 12
1373,4
1374,4
1375,4
1376,17
1377,13
1378,20
1379,14
1380,1 12
1381,14
1382,12
1383,15
1384,37
1385,16
1386,16
1387,50
1388,16
1389,14
1390,16
1391,59
1392,13
1393,13
1394,32 35
1395,37
1396,12
1397,16
1398,12
1399,2
1400,17
1401,16
1402,19
1403,8 13
1404,29 35
1405,4
1406,3 14 38
1407,8
1408,3
1409,36
1410,44
1411,44
1412,23
1413,13
1414,23
1415,12
1416,23
1417,3 14
1418,17
1419,29
1420,17 24
1421,45
1422,13
1423,31
1424,16
1425,36
1426,13
1427,2 4
1428,4
1429,13
1430,16
1431,37
1432,1
1433,1
1434,2
1435,38
1436,14
1437,7
1438,13
1439,12
1440,13
1441,13
1442,8
1443,37
1444,19
1445,12
1446,12
1447,3
1448,23
1449,14
1450,7
1451,16
1452,16
1453,4 13
1454,16
1455,14
1456,4
1457,21 38
1458,4
1459,3
1460,1
1461,32
1462,4
1463,23
1464,13
1465,29
1466,1
1467,23
1468,35
1469,29
1470,3 14 64
1471,14
1472,8
1473,21 34
1474,13
1475,3
1476,21
1477,34
1478,2
1479,8
1480,13 14 21
1481,13
1482,17
1483,8
1484,17
1485,22
1486,7
1487,37 48
1488,19
1489,1 12
1490,21
1491,32
1492,23
1493,37
1494,1
1495,9
1496,2
1497,38
1498,2 42
1499,18
1500,23
1501,4 14
1502,22
1503,16
1504,16
1505,12
1506,17
1507,17
1508,84
1509,17
1510,5
1511,14
1512,44
1513,14
1514,16
1515,3
1516,16
1517,4
1518,59
1519,27
1520,19
1521,16
1522,12
1523,26
1524,37
1525,19
1526,2
1527,17
1528,17
1529,17 81
1530,17 24
1531,17
1532,45
1533,17
1534,1
1535,20
1536,48
1537,14
1538,37
1539,19
1540,9 26
1541,2 42
1542,9
1543,9
1544,28
1545,41
1546,14
1547,3
1548,9
1549,17
1550,5 8
1551,22 28 43 65
1552,43
1553,4 43
1554,43
1555,13
1556,14
1557,15
1558,23
1559,55
1560,23
1561,23
1562,23
1563,17
1564,58
1565,65
1566,14
1567,3 4 14 36
1568,3 4
1569,21 22
1570,26
1571,1
1572,1
1573,1
1574,37
1575,37
1576,2
1577,43
1578,19
1579,19
1580,19
1581,1
1582,1 12
1583,35
1584,23
1585,13
1586,3 13 26 29
1587,13
1588,37
1589,13
1590,37
1591,2
1592,13
1593,13
1594,13
1595,29
1596,7
1597,35
1598,13
1599,13
1600,42
1601,13
1602,21
1603,26
1604,32
1605,38
1606,37
1607,37
1608,37
1609,19
1610,15
1611,13
1612,36
1613,37
1614,9
1615,2
1616,13
1617,21
1618,13
1619,43
1620,9 41
1621,13
1622,7
1623,13 26
1624,13
1625,20
1626,13
1627,25
1628,4 13
1629,37
1630,13
1631,21
1632,43
1633,4
1634,3
1635,32
1636,32
1637,29 32
1638,2
1639,1
1640,15
1641,4
1642,4
1643,14 38
1644,13
1645,38
1646,37
1647,19
1648,1
1649,12
1650,13
1651,16
1652,13
1653,21
1654,1
1655,37 48
1656,40
1657,13
1658,4
1659,1 23
1660,37
1661,12
1662,13
1663,13
1664,2
1665,13
1666,3
1667,13
1668,13
1669,17
1670,29 36
1671,35
1672,35
1673,23 35
1674,13
1675,13 29
1676,3
1677,29
1678,1
1679,56
1680,8
1681,16
1682,1 12
1683,21
1684,3
1685,12
1686,43
1687,1
1688,21
1689,3 14
1690,1
1691,1
1692,3
1693,2 42
1694,38
1695,7
1696,3
1697,2
1698,1
1699,2
1700,20
1701,32
1702,4
1703,21
1704,37
1705,37
1706,37
1707,37
1708,15
1709,35
1710,8
1711,13
1712,35
1713,7 9
1714,1 12
1715,46
1716,37
1717,20
1718,1
1719,14
1720,2
1721,35 55
1722,59
1723,34
1724,12
1725,32
1726,21 34
1727,3
1728,13
1729,38
1730,14
1731,21
1732,37
1733,29
1734,8 13
1735,3 38
1736,15
1737,40
1738,2
1739,15
1740,13
1741,13 21
1742,22
1743,8 43
1744,7
1745,3
1746,8 13
1747,13
1748,13
1749,7
1750,7
1751,2
1752,2
1753,7
1754,1
1755,12
1756,23
1757,60
1758,21
1759,28
1760,35
1761,3 40
1762,52
1763,3 40
1764,38
1765,27
1766,40
1767,13
1768,1
1769,37
1770,21
1771,2
1772,9
1773,2
1774,13
1775,2
1776,2
1777,29 38
1778,2
1779,60
1780,5 8
1781,18 59
1782,3
1783,1
1784,1
1785,21
1786,13
1787,8
1788,44
1789,16
1790,16
1791,1
1792,28
1793,22
1794,3 14
1795,33
1796,1
1797,1
1798,13
1799,16
1800,1
1801,1
1802,1
1803,2
1804,2
1805,3
1806,22
1807,27
1808,2 37
1809,40
1810,21 38
1811,9
1812,13
1813,38
1814,18
1815,52
1816,48
1817,37
1818,21
1819,15
1820,1 12
1821,71
1822,7
1823,2
1824,14
1825,43
1826,29
1827,23
1828,38
1829,13
1830,2
1831,13
1832,13
1833,1
1834,55
1835,8
1836,12
1837,1
1838,2 42
1839,2 42
1840,2
1841,2 42
1842,1 12
1843,1
1844,13
1845,14
1846,14 36
1847,2
1848,32
1849,2
1850,2
1851,2
1852,13
1853,35
1854,14
1855,13
1856,2 42
1857,21
1858,20
1859,12
1860,16
1861,23 29
1862,43
1863,22
1864,2
1865,2
1866,1
1867,17
1868,1
1869,52
1870,19
1871,19
1872,38
1873,2
1874,62
1875,25
1876,18 59
1877,23
1878,9
1879,3
1880,37
1881,21
1882,8
1883,37
1884,8
1885,19
1886,2
1887,7
1888,8
1889,12
1890,1
1891,16
1892,3
1893,7
1894,13 43
1895,56
1896,3
1897,13
1898,29
1899,2
1900,2
1901,2
1902,3 13
1903,13
1904,21
1905,13
1906,2
1907,13
1908,13
1909,14
1910,15
1911,32
1912,48
1913,26
1914,5
1915,23
1916,15
1917,15
1918,7
1919,3
1920,23
1921,23
1922,29
1923,21
1924,8
1925,1 12
1926,59
1927,16
1928,23
1929,23
1930,1
1931,37
1932,2
1933,2
1934,19
1935,2 42
1936,2 42
1937,1
1938,3
1939,1
1940,13 50
1941,2 15
1942,1
1943,1
1944,3
1945,9
1946,1
1947,1
1948,12
1949,2
1950,16
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,2
1958,16
1959,1
1960,1
1961,1
1962,1
1963,1
1964,56
1965,22
1966,68
1967,25
1968,43
1969,8
1970,32
1971,35
1972,37
1973,37
1974,9
1975,2
1976,2 42
1977,38
1978,8
1979,3
1980,2
1981,29
1982,46
1983,23
1984,37 48
1985,37 48
1986,13
1987,8
1988,13 41
1989,14
1990,14 50
1991,26
1992,3 40
1993,40
1994,40
1995,13
1996,9
1997,4
1998,37
1999,13
2000,3 40
2001,32
2002,38
2003,55
2004,37
2005,9
2006,25
2007,2
2008,37
2009,44
2010,21 38
2011,3 40
2012,65
2013,58
2014,43
2015,63
2016,17
2017,26
2018,16
2019,1 12
2020,1 12
2021,12
2022,13
2023,1
2024,1
2025,2
2026,2
2027,15
2028,4
2029,29
2030,1
2031,1
2032,13
2033,13
2034,13
2035,2
2036,13
2037,14
2038,14 32
2039,20
2040,22
2041,41
2042,13
2043,13
2044,13
2045,4 13
2046,5
2047,37
2048,37
2049,2
2050,23
2051,13
2052,2 42
2053,32
2054,37
2055,1
2056,3
2057,3
2058,35
2059,7
2060,19
2061,13
2062,13
2063,28
2064,16
2065,20
2066,1
2067,12
2068,7
2069,17
2070,12
2071,1
2072,1
2073,13
2074,12
2075,1
2076,1
2077,1
2078,29
2079,37
2080,17
2081,8 21
2082,37
2083,13 14
2084,37
2085,43
2086,1
2087,1
2088,1
2089,21 38
2090,70
2091,35 55
2092,2
2093,41
2094,1
2095,2
2096,19
2097,8
2098,29
2099,17
2100,1
2101,1
2102,21
2103,14
2104,2
2105,19
2106,17
2107,88
2108,17
2109,17
2110,14
2111,3
2112,2
2113,17
2114,9
2115,22
2116,1
2117,1
2118,2 4
2119,1
2120,1
2121,16
2122,2
2123,16
2124,16
2125,2
2126,2 42
2127,14
2128,35
2129,37
2130,1
2131,1
2132,52
2133,1
2134,19
2135,17
2136,17
2137,1
2138,26
2139,38
2140,14
2141,14
2142,18
2143,21
2144,9
2145,37
2146,21
2147,19 26
2148,26
2149,37
2150,42
2151,8
2152,2
2153,4
2154,9
2155,9
2156,2 9
2157,26
2158,17
2159,3
2160,37
2161,28
2162,17
2163,64
2164,2
2165,29
2166,29
2167,3
2168,55
2169,55
2170,23 55
2171,23
2172,9
2173,1 12
2174,1 12
2175,8
2176,37
2177,19
2178,12
2179,13
2180,28
2181,13
2182,12
2183,4 13 29
2184,14 50
2185,13 29
2186,37
2187,13
2188,45
2189,13
2190,4 14 36
2191,3 14 36
2192,4
2193,1 12
2194,7
2195,8 13
2196,29
2197,14
2198,14
2199,40 78
2200,7
2201,14
2202,45
2203,13
2204,21 43
2205,21
2206,37
2207,1
2208,2
2209,19
2210,8
2211,17
2212,41
2213,13 29
2214,20
2215,13
2216,34
2217,16
2218,43
2219,34
2220,14
2221,52
2222,37
2223,37 48
2224,1 12
2225,16
2226,59
2227,13
2228,29 38
2229,32
2230,8 13 38
2231,4 18
2232,33
2233,15
2234,45
2235,29
2236,37
2237,37 48
2238,13
2239,8
2240,13
2241,22
2242,8
2243,8
2244,14
2245,14
2246,16
2247,19
2248,37
2249,3
2250,65
2251,17
2252,4
2253,10
2254,1
2255,1
2256,37
2257,1 12
2258,12
2259,12
2260,1 12
2261,12
2262,1
2263,1 12
2264,7
2265,1 12
2266,7
2267,32 44
2268,29
2269,12
2270,37
2271,16
2272,13
2273,14
2274,44
2275,1 12
2276,17
2277,17
2278,13
2279,13
2280,13
2281,9
2282,16
2283,16
2284,2
2285,37
2286,1
2287,2
2288,16
2289,12
2290,16
2291,16
2292,12
2293,23
2294,3
2295,37
2296,55
2297,14
2298,9 44
2299,13 29 38
2300,13
2301,14
2302,1 12
2303,12
2304,1 12
2305,13
2306,4 23
2307,8
2308,1 12
2309,32
2310,29
2311,13
2312,17
2313,17
2314,2 42
2315,43
2316,17
2317,13
2318,35
2319,2
2320,7
2321,22
2322,60
2323,1 12
2324,22
2325,19
2326,13
2327,23
2328,2 42
2329,2
2330,2
2331,16
2332,1 12
2333,1 12
2334,17
2335,17
2336,17
2337,17 45
2338,17
2339,17
2340,17
2341,1
2342,1 12
2343,22
2344,16
2345,16
2346,42
2347,2 42
2348,13
2349,2
2350,2
2351,4
2352,71
2353,13
2354,1 12
2355,17
2356,1
2357,1 12
2358,1
2359,5
2360,18
2361,23 35
2362,18
2363,18 59
2364,17
2365,8
2366,20
2367,17
2368,17
2369,9
2370,17
2371,17
2372,13
2373,29
2374,73
2375,9
2376,17 24
2377,2 3
2378,59
2379,28
2380,9
2381,7
2382,15
2383,2
2384,3 9
2385,3
2386,29
2387,15
2388,46
2389,9
2390,2 9
2391,2
2392,2
2393,9
2394,19 26
2395,22
2396,3
2397,9
2398,43 58
2399,22
2400,1
2401,21
2402,3
2403,14
2404,21
2405,2
2406,26
2407,3 26 28
2408,61
2409,21
2410,3
2411,3
2412,14
2413,3
2414,43
2415,7
2416,23
2417,23 35 55
2418,35
2419,23 35
2420,16
2421,1
2422,1 12
2423,16
2424,19
2425,37
2426,1
2427,41
2428,32
2429,23
2430,37
2431,37
2432,4 13
2433,14 44
2434,7 15
2435,4 29
2436,14
2437,37
2438,13
2439,2
2440,4
2441,13
2442,13
2443,43
2444,7
2445,1
2446,1
2447,14
2448,32
2449,36
2450,34
2451,1
2452,13
2453,1
2454,41
2455,1
2456,16
2457,23
2458,13
2459,8
2460,43 44
2461,62
2462,14
2463,26
2464,23
2465,37
2466,37
2467,13
2468,32
2469,1 12
2470,14
2471,23
2472,23
2473,17
2474,23
2475,14
2476,13
2477,65
2478,8
2479,25
2480,34
2481,14
2482,3
2483,2
2484,35
2485,65
2486,14
2487,14 44
2488,13
2489,1
2490,3
2491,1
2492,13
2493,52
2494,3 7 43
2495,16
2496,1
2497,2
2498,14
2499,38
2500,8
2501,13
2502,13 43 44
2503,1
2504,1 12
2505,16
2506,35 55
2507,8
2508,3 32
2509,8
2510,4
2511,1 12
2512,1
2513,12
2514,1
2515,16
2516,1
2517,1
2518,1 12
2519,13 79
2520,35
2521,37
2522,37
2523,15
2524,8
2525,8
2526,31
2527,32
2528,16
2529,13
2530,37
2531,37
2532,32
2533,16
2534,4
2535,4
2536,14
2537,23 32
2538,35
2539,1
2540,1
2541,13
2542,14
2543,13
2544,34
2545,25
2546,13
2547,8
2548,19
2549,14
2550,23
2551,1
2552,22
2553,38
2554,1
2555,2
2556,16
2557,17
2558,17
2559,2
2560,2
2561,19
2562,1
2563,1
2564,1
2565,27 43
2566,7
2567,1 16
2568,17
2569,19
2570,17
2571,2
2572,2
2573,2 42
2574,23 35
2575,14
2576,8
2577,13
2578,14
2579,35
2580,1
2581,16
2582,17
2583,2
2584,17
2585,35
2586,17
2587,23
2588,52
2589,14
2590,65
2591,14
2592,1
2593,16
2594,2 42
2595,1
2596,1
2597,8
2598,1
2599,14
2600,34
2601,17
2602,8
2603,14
2604,46
2605,2 42
2606,2
2607,19
2608,2
2609,17
2610,19 26
2611,2 42
2612,37
2613,2 42
2614,23
2615,2
2616,2
2617,37
2618,37
2619,14
2620,2
2621,18
2622,37
2623,26
2624,14
2625,8
2626,13
2627,13
2628,26
2629,43 44
2630,4 62
2631,4
2632,4 43
2633,43
2634,9
2635,28
2636,3
2637,9
2638,7 9 28
2639,9
2640,28
2641,7
2642,28
2643,7
2644,28
2645,14
2646,3
2647,3
2648,14
2649,1
2650,1
2651,1 12
2652,2
2653,13
2654,4
2655,14
2656,13
2657,4
2658,36
2659,41
2660,28
2661,19
2662,1 20
2663,14
2664,4 13
2665,13
2666,4
2667,17
2668,19
2669,12
2670,43
2671,13
2672,7
2673,7 71
2674,4 13
2675,4 13
2676,13
2677,13
2678,4
2679,3
2680,17
2681,17
2682,38
2683,17
2684,13
2685,13 29 38
2686,13
2687,35
2688,23
2689,23 35
2690,35
2691,37 53
2692,19
2693,4
2694,15
2695,8 23
2696,19 26
2697,13
2698,4
2699,32
2700,13
2701,38
2702,23
2703,84
2704,35
2705,35 85 86
2706,14
2707,85 86
2708,23
2709,37
2710,19
2711,8 91
2712,12
2713,11 13 27
2714,23
2715,13 14
2716,23
2717,19
2718,37
2719,13
2720,37
2721,23 28
2722,65
2723,20
2724,4
2725,32
2726,9
2727,3 31
2728,23 35
2729,21
2730,13
2731,13
2732,13
2733,3 9 38
2734,55
2735,53
2736,37
2737,37
2738,13
2739,38
2740,13
2741,13
2742,2
2743,20
2744,15
2745,43
2746,4 13
2747,13
2748,41
2749,13
2750,20
2751,9
2752,4 85 86
2753,2
2754,3
2755,52
2756,13
2757,1
2758,17
2759,8
2760,37 48
2761,13
2762,13
2763,13
2764,14
2765,23
2766,19
2767,37
2768,13
2769,2
2770,2
2771,19
2772,12
2773,43
2774,16
2775,13
2776,11
2777,23 35
2778,2
2779,2 42
2780,1
2781,23
2782,16
2783,1
2784,35
2785,26
2786,17
2787,17
2788,17
2789,17
2790,17 45 54
2791,17
2792,17
2793,11
2794,19
2795,2
2796,19
2797,5 8 18
2798,59
2799,3
2800,23 35
2801,1
2802,37 48
2803,3
